"Gene1","Gene2","cor","pvalue"
"KBTBD2","TUBD1",0.157504593663812,5.78542473513343e-07
"KBTBD2","ANPEP",0.157355390468129,5.93098468580355e-07
"KBTBD2","ATP13A5",0.156951173651503,6.34325960446865e-07
"KBTBD2","PARPBP",0.156512173183509,6.82222707181714e-07
"KBTBD2","P2RY12",0.156270237002921,7.10086986326315e-07
"KBTBD2","SH3D19",0.156108741037913,7.29292708593305e-07
"KBTBD2","TECTB",0.156069889410799,7.33987121182432e-07
"KBTBD2","ADH5",0.155713470197185,7.78431284031313e-07
"KBTBD2","CDIN1",0.154798497508078,9.04694282121383e-07
"KBTBD2","HSP90B1",0.154464826031834,9.55465366285318e-07
"KBTBD2","C1orf100",0.154212297622768,9.95699211480511e-07
"KBTBD2","PATZ1",0.154179732644739,1.00100463342975e-06
"KBTBD2","SPAG7",0.153728692308108,1.07734035361145e-06
"KBTBD2","DNAI4",0.153537224870224,1.11140936789962e-06
"KBTBD2","HNF4A",0.153535420892449,1.11173523126591e-06
"KBTBD2","POLR3G",0.153309562809658,1.1532667261531e-06
"KBTBD2","USP53",0.152862848893355,1.23984198959055e-06
"KBTBD2","AKR1C4",0.152532372752414,1.3078721888563e-06
"KBTBD2","CPXM2",0.152031307686179,1.41790115590015e-06
"KBTBD2","SLC36A1",0.15188824383377,1.4509134772691e-06
"KBTBD2","ZNF208",0.15185302181536,1.4591535404256e-06
"KBTBD2","RNF19A",0.15163866144965,1.51027952932562e-06
"KBTBD2","BCO2",0.150872373121742,1.70747564099541e-06
"KBTBD2","TM4SF20",0.150156421354881,1.91387351773395e-06
"KBTBD2","CYRIA",0.149890392072003,1.9965011955194e-06
"KBTBD2","C18orf63",0.149520784447019,2.11699802604558e-06
"KBTBD2","UBE2J2",0.149435599405266,2.14574234449039e-06
"KBTBD2","ZNF71",0.149315873401825,2.18677532795602e-06
"KBTBD2","ERC1",0.149195219448762,2.22888696519013e-06
"KBTBD2","FAM200B",0.149161144133377,2.24092032664307e-06
"KBTBD2","PLPPR5",0.149131273449504,2.25152007759889e-06
"KBTBD2","CCDC90B",0.148986235463429,2.30367454227391e-06
"KBTBD2","ZNF471",0.148703577494395,2.40866325196846e-06
"KBTBD2","ZNF774",0.148282802845162,2.57349032644603e-06
"KBTBD2","FGG",0.148101748716288,2.64769213105243e-06
"KBTBD2","MAGI3",0.147635582126861,2.84829657824194e-06
"KBTBD2","OSTC",0.147576802119903,2.87460179556193e-06
"KBTBD2","GATAD2B",0.147181050582766,3.05786322400219e-06
"KBTBD2","OTOR",0.147108641197395,3.09258326826914e-06
"KBTBD2","PDHA2",0.146935913021677,3.1769370448468e-06
"KBTBD2","ZFP2",0.146827068675829,3.23121948601299e-06
"KBTBD2","BCO1",0.146795094934231,3.24733335962619e-06
"KBTBD2","ZNF563",0.14649991501095,3.39977537240753e-06
"KBTBD2","C16orf74",0.146449201726667,3.42664603575399e-06
"KBTBD2","SNX27",0.14597269003848,3.6892590494417e-06
"KBTBD2","SMIM15",0.145758230890614,3.81363924314187e-06
"KBTBD2","PCDHA12",0.145619845248726,3.89601881293877e-06
"KBTBD2","ARHGAP32",0.145567503439018,3.9276190615408e-06
"KBTBD2","OSBPL1A",0.145542924039225,3.94254284899686e-06
"KBTBD2","TAS2R4",0.14540751564673,4.02573618717221e-06
"KBTBD2","ISL1",0.145400971973733,4.02979880176383e-06
"KBTBD2","KCNMB3",0.145240163547642,4.13087786891229e-06
"KBTBD2","GPR82",0.144871756041655,4.37167232125246e-06
"KBTBD2","SH2B1",0.144863795569138,4.3770207133257e-06
"KBTBD2","PREP",0.144844057814494,4.39030890797815e-06
"KBTBD2","ASCC3",0.144662641810508,4.5142659361439e-06
"KBTBD2","MUCL1",0.144518916934369,4.61483921559468e-06
"KBTBD2","SPINK13",0.144398607344335,4.7006718379349e-06
"KBTBD2","RHCG",0.144396374455453,4.70227919180393e-06
"KBTBD2","DCT",0.144133557066366,4.89518630037e-06
"KBTBD2","PCDHB10",0.143775493280416,5.17021531203222e-06
"KBTBD2","CEP152",0.143727638102719,5.20807334187665e-06
"KBTBD2","PAPPA",0.143484430635297,5.40460576576125e-06
"KBTBD2","FBXO15",0.143471212590679,5.41548771658965e-06
"KBTBD2","CFAP65",0.143395648210424,5.47810045364984e-06
"KBTBD2","SLC5A6",0.143355498936007,5.51164909912483e-06
"KBTBD2","BTBD9",0.143248405831141,5.60209914020328e-06
"KBTBD2","TRIML2",0.142699370125569,6.0885367402505e-06
"KBTBD2","PATE2",0.142696708490373,6.0909903871206e-06
"KBTBD2","MOB2",0.142515184122744,6.26057774328851e-06
"KBTBD2","LRRC1",0.14221679846149,6.54918466336746e-06
"KBTBD2","SAR1B",0.142055701298838,6.71024143375438e-06
"KBTBD2","UNC93A",0.142018253620274,6.74821798710844e-06
"KBTBD2","BTD",0.14180352648424,6.96997236535139e-06
"KBTBD2","ZNF816",0.141787018836252,6.98730530814986e-06
"KBTBD2","VPS35",0.14173018514096,7.04729576305058e-06
"KBTBD2","SEMA6B",0.141557015772318,7.2331311653655e-06
"KBTBD2","DUS4L",0.141471287899501,7.32685213262705e-06
"KBTBD2","PBOV1",0.14129995860844,7.51764165039818e-06
"KBTBD2","SPAG1",0.141087319128437,7.76103492007144e-06
"KBTBD2","NEK7",0.141078971694478,7.77074144660725e-06
"KBTBD2","ZCCHC13",0.141039555144815,7.81673239914168e-06
"KBTBD2","CFAP61",0.140917540276618,7.96075131806212e-06
"KBTBD2","SEL1L2",0.140677828010609,8.2511024085943e-06
"KBTBD2","SKIL",0.140400935750942,8.59906821691845e-06
"KBTBD2","BAG3",0.14018886782442,8.8749938560941e-06
"KBTBD2","ITGA9",0.140011384698082,9.11239446531204e-06
"KBTBD2","PTBP3",0.139967416033525,9.17213634501406e-06
"KBTBD2","CDO1",0.139759747683907,9.45938902899424e-06
"KBTBD2","SLIRP",0.139363774960192,1.00310586904336e-05
"KBTBD2","CHGA",0.139140285971139,1.03681048348211e-05
"KBTBD2","CLDN25",0.139007372483323,1.05736452161963e-05
"KBTBD2","DEFB125",0.138795707257951,1.09090097074883e-05
"KBTBD2","NR2C2",0.138699217647974,1.10652315513618e-05
"KBTBD2","C11orf65",0.138646534526044,1.11514260881984e-05
"KBTBD2","MBD6",0.13859508190004,1.12362249460509e-05
"KBTBD2","TMPRSS5",0.138581629495906,1.12584969522641e-05
"KBTBD2","ARL13A",0.138302847996819,1.17296354105157e-05
"KBTBD2","EVA1C",0.138175682210363,1.19507308874678e-05
"KBTBD2","NPC1L1",0.137846363244442,1.25419075738003e-05
"KBTBD2","ASB17",0.137831867878418,1.25685587903083e-05
"KBTBD2","ZBP1",0.137573572468137,1.30526055167289e-05
"KBTBD2","SREK1",0.137345313693003,1.34950979725665e-05
"KBTBD2","MYSM1",0.137164537983833,1.38556431739368e-05
"KBTBD2","ANKRD10",0.137085843452828,1.40154437381254e-05
"KBTBD2","FCN1",0.136296473735403,1.57185109077364e-05
"KBTBD2","NUDCD3",0.136277884451663,1.57608986697892e-05
"KBTBD2","HPF1",0.136265129435559,1.57900458993879e-05
"KBTBD2","BCL9L",0.136139740216004,1.6079324593098e-05
"KBTBD2","RLN1",0.136093671946651,1.61868677450371e-05
"KBTBD2","SNX5",0.136042174620042,1.63078949013801e-05
"KBTBD2","TNFSF15",0.135895283400942,1.66578629260802e-05
"KBTBD2","TUT4",0.135645835373077,1.72686019963435e-05
"KBTBD2","MAF1",0.135250390949484,1.82806515960276e-05
"KBTBD2","HFM1",0.135154757891529,1.85337410350156e-05
"KBTBD2","MRC1",0.134816273924148,1.94565642697561e-05
"KBTBD2","DUXA",0.13477601775358,1.9569179509805e-05
"KBTBD2","LIMCH1",0.134712673899367,1.97476376136854e-05
"KBTBD2","LATS1",0.134701410641438,1.97795311025725e-05
"KBTBD2","ADD2",0.134690960683007,1.98091654166917e-05
"KBTBD2","ZRANB1",0.134608215925733,2.00453106702862e-05
"KBTBD2","MED7",0.134590648036078,2.00957909735887e-05
"KBTBD2","ACVR1",0.134487073038679,2.03958734183219e-05
"KBTBD2","SCRG1",0.134325639851162,2.08720949019724e-05
"KBTBD2","PRIMPOL",0.134306981903954,2.09278116077745e-05
"KBTBD2","ME1",0.134294095505854,2.09663757238527e-05
"KBTBD2","LIN28B",0.134255747070018,2.10815381239853e-05
"KBTBD2","AK8",0.134044947131373,2.17253954099567e-05
"KBTBD2","ACADSB",0.133944262546336,2.20394759916247e-05
"KBTBD2","AGL",0.13392168643632,2.21104909444768e-05
"KBTBD2","NUDT7",0.133692933298544,2.28424237299368e-05
"KBTBD2","MOSPD2",0.133588867885461,2.31829644067676e-05
"KBTBD2","SOX6",0.133527832951918,2.33849318850466e-05
"KBTBD2","ASCL1",0.133509719840217,2.34451899785271e-05
"KBTBD2","HSPA8",0.133389506623917,2.38488656468508e-05
"KBTBD2","FAM9A",0.133051003532708,2.5021333765791e-05
"KBTBD2","DNM3",0.132865631647395,2.5686396330975e-05
"KBTBD2","GPER1",0.132802571961619,2.59164388619494e-05
"KBTBD2","TLCD4",0.132777391593688,2.60088426472795e-05
"KBTBD2","RASEF",0.132655056697384,2.64622419501313e-05
"KBTBD2","ZNF83",0.132417048977899,2.73659409052678e-05
"KBTBD2","RNF2",0.132321781511842,2.77358127259139e-05
"KBTBD2","UPF3A",0.131488458365395,3.11797509836883e-05
"KBTBD2","COPS9",0.131245581731377,3.22575085575413e-05
"KBTBD2","PPP2R2C",0.130994930337807,3.34067678691196e-05
"KBTBD2","SEMG2",0.130784563149782,3.44011897775399e-05
"KBTBD2","TAF9",0.130715192549194,3.47352192013543e-05
"KBTBD2","ERCC5",0.130713433067289,3.47437312211774e-05
"KBTBD2","LRRIQ3",0.130512095802639,3.57309321449034e-05
"KBTBD2","TRAF3IP2",0.130439451837907,3.609360617777e-05
"KBTBD2","GTF2A1",0.130202929063088,3.72987757792957e-05
"KBTBD2","DCAF4L2",0.1300892034834,3.78917366287648e-05
"KBTBD2","YLPM1",0.130042518814085,3.81377261952763e-05
"KBTBD2","C9orf153",0.129966208972539,3.85430778896118e-05
"KBTBD2","RPUSD1",0.129925232111766,3.87624252891648e-05
"KBTBD2","CNDP2",0.129763578496724,3.96393437989679e-05
"KBTBD2","EXOC5",0.129609391869696,4.04932471028489e-05
"KBTBD2","TNFRSF17",0.129559824756831,4.07714375822562e-05
"KBTBD2","MRAP2",0.129483159112376,4.12052849362012e-05
"KBTBD2","XAGE5",0.129479239288908,4.12275841534352e-05
"KBTBD2","TMC5",0.129447331250332,4.14095294340315e-05
"KBTBD2","GCSAML",0.129386709542924,4.17573027132783e-05
"KBTBD2","CATSPER3",0.129264493003653,4.24668617902837e-05
"KBTBD2","ZNF528",0.129125249212902,4.32891933369916e-05
"KBTBD2","PRDM1",0.128908376835553,4.46000800931246e-05
"KBTBD2","CCDC15",0.128868924766043,4.48425542305689e-05
"KBTBD2","CTSV",0.128734709902844,4.56768255842275e-05
"KBTBD2","PDE6B",0.128565774474144,4.67478188295368e-05
"KBTBD2","ZNF449",0.128556919430114,4.68046075093757e-05
"KBTBD2","TAF7L",0.128524553409067,4.70127316451174e-05
"KBTBD2","RARB",0.128397546859015,4.78379210523397e-05
"KBTBD2","ZNF619",0.127986207032434,5.06056120069079e-05
"KBTBD2","MYT1",0.127925207036915,5.10287298707394e-05
"KBTBD2","SPECC1",0.12783853759027,5.16356611821298e-05
"KBTBD2","DYTN",0.127807973883069,5.18513180729231e-05
"KBTBD2","CERS6",0.127723802082875,5.24496467266468e-05
"KBTBD2","ZNF775",0.127537912237642,5.37942558837873e-05
"KBTBD2","NEK6",0.127446867215817,5.44646535687533e-05
"KBTBD2","TRIM8",0.127440073012474,5.45149973820532e-05
"KBTBD2","CARD8",0.127386192311798,5.49158052945536e-05
"KBTBD2","BCL2",0.127268883493114,5.57981045693494e-05
"KBTBD2","CCDC178",0.127221188470488,5.61606466678898e-05
